acc,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam,abstract,category
SRR22050104,Russia,Europe,ILLUMINA,Illumina MiSeq,PRJNA893901,151.0,4595.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '893901', 'Project_Acc': 'PRJNA893901', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '174138', 'Sort_By_DataType': '153376', 'Sort_By_Organism': '269460', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2022/10/25 00:00', 'Project_Name': 'Human gut', 'Project_Title': 'MEDIC Challenge test sequencing data', 'Project_Description': 'WGS gut metagenome of healthy individuals and IBD patients used for benchmarking MEDIC challenge', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Philip Morris International', 'Submitter_Organization_List': ['Philip Morris International'], 'Supergroup': 'Other'}, attributes={'uid': '893901'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other Disease
SRR1449317,Russia,Europe,ABI_SOLID,AB SOLiD 4 System,PRJNA243613,85.0,1368.0,2010-01-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '243613', 'Project_Acc': 'PRJNA243613', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Metagenome', 'Sort_By_ProjectType': '713274', 'Sort_By_DataType': '708820', 'Sort_By_Organism': '270655', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Random survey', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2014/04/04 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'Human stool Metagenome', 'Project_Description': 'Survey of human gut microbiome via metagenomics of stool samples', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Research Institute Of Physico-Chemical Medicine', 'Submitter_Organization_List': ['Research Institute Of Physico-Chemical Medicine'], 'Supergroup': 'Other'}, attributes={'uid': '243613'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR10338814,Russia,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA516054,300.0,10313.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '516054', 'Project_Acc': 'PRJNA516054', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Metagenome', 'Sort_By_ProjectType': '471824', 'Sort_By_DataType': '460689', 'Sort_By_Organism': '270040', 'Project_Subtype': '', 'Project_Target_Scope': 'Multiisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Sequence', 'Project_Objectives': ''}], 'Registration_Date': '2019/01/20 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'Whole metagenomic analysis of the enteric microbiota in children with autism spectrum disorder: the search for marker genes compositions', 'Project_Description': 'Gut metagenomes were isolated from children with autism spectrum disorder (ASD) and control group. This work was supported by the Russian Science Foundation, project no. 17-15-01488', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Vavilov Institute of General Genetics', 'Submitter_Organization_List': ['Vavilov Institute of General Genetics'], 'Supergroup': 'Other'}, attributes={'uid': '516054'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
ERR11504363,Sweden,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJEB51353,300.0,8025.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '813102', 'Project_Acc': 'PRJEB51353', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '230141', 'Sort_By_DataType': '211383', 'Sort_By_Organism': '686010', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2022/03/05 00:00', 'Project_Name': '', 'Project_Title': 'Human gut metagenomes of SCAPIS Uppsala and Malmo', 'Project_Description': 'SCAPIS is a prospective population-based study of 30,154 men and women, aged 50–65 years, living in six municipality regions in Sweden. It was designed with the main aim to improve risk prediction and understanding of cardiovascular disease, chronic pulmonary obstructive disease, and related metabolic disorders. After a pilot study in 2012, recruitment was initiated in 2014 and completed in 2018. Individuals were randomly recruited from the population register, with a participation rate of 50%. Fecal samples were obtained for 9,819 participants at SCAPIS-Uppsala and SCAPIS-Malmo. More information can be found at: https://doi.org/10.1111/joim.12384 and https://doi.org/10.1038/s41467-022-33050-0', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'uppsala university, department of medical sciences, molecular epidemiology', 'Submitter_Organization_List': ['uppsala university, department of medical sciences, molecular epidemiology'], 'Supergroup': ''}, attributes={'uid': '813102'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR14346571,Sweden,Europe,ILLUMINA,HiSeq X Ten,PRJNA725597,278.0,13.0,2018-01-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '9606', 'Project_Id': '725597', 'Project_Acc': 'PRJNA725597', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Metagenome', 'Sort_By_ProjectType': '294249', 'Sort_By_DataType': '278128', 'Sort_By_Organism': '198474', 'Project_Subtype': '', 'Project_Target_Scope': 'Multiisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Sequence', 'Project_Objectives': ''}], 'Registration_Date': '2021/04/27 00:00', 'Project_Name': 'Homo sapiens', 'Project_Title': 'The role of maternal exposures on commensal microbes', 'Project_Description': 'Feasibility Study on probiotic delivery and perinatal microbiome seeding during Pregnancy', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'Homo sapiens', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'BAYLOR COLLEGE OF MEDICINE', 'Submitter_Organization_List': ['BAYLOR COLLEGE OF MEDICINE'], 'Supergroup': 'Eukaryotes'}, attributes={'uid': '725597'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
ERR636354,Sweden,Europe,ILLUMINA,Illumina HiSeq 2000,PRJEB7369,190.0,19630.0,2013-05-23,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '285621', 'Project_Acc': 'PRJEB7369', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '676106', 'Sort_By_DataType': '670320', 'Sort_By_Organism': '809573', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Other', 'Project_Target_Capture': 'Other', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2015/06/02 00:00', 'Project_Name': 'TRAVELRES', 'Project_Title': 'Influence of travel on antibiotic resistance', 'Project_Description': 'We used untargeted metagenomic Illumina sequencing to study fecal samples of 35 Swedish healthcare students, taken before and after embarking on a student exchange program to the Indian peninsula or central Africa. The students were not taking antibiotics between sampling points. Antibiotic resistance gene frequencies were investigated in all samples.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'UNIVERSITY OF GOTHENBURG', 'Submitter_Organization_List': ['UNIVERSITY OF GOTHENBURG'], 'Supergroup': ''}, attributes={'uid': '285621'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
ERR3700261,Sweden,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJEB34939,152.0,905.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '578658', 'Project_Acc': 'PRJEB34939', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '416617', 'Sort_By_DataType': '404177', 'Sort_By_Organism': '754557', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2019/10/21 00:00', 'Project_Name': 'SFB-human', 'Project_Title': 'Ileostomy content from a colectomised Swedish adult individual', 'Project_Description': 'Ileostomy bag content was collected on different occasions and submitted to different DNA extraction methods, before being characterised by both 16S and metagenomic sequencing.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'SCIENCE FOR LIFE LABORATORY, KTH ROYAL INSTITUTE OF TECHNOLOGY', 'Submitter_Organization_List': ['SCIENCE FOR LIFE LABORATORY, KTH ROYAL INSTITUTE OF TECHNOLOGY'], 'Supergroup': ''}, attributes={'uid': '578658'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR10816054,Sweden,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA598452,251.0,14039.0,2015-09-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '598452', 'Project_Acc': 'PRJNA598452', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '399720', 'Sort_By_DataType': '386911', 'Sort_By_Organism': '750174', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/01/01 00:00', 'Project_Name': '', 'Project_Title': 'Elderly Gut Microbiota FMM', 'Project_Description': 'This project is aimed to understand the influence of diet and psychological variables on the gut microbiota of elderly cohorts. Shotgun metagenome sequences were obtained from faecal samples from senior orienteers and home-dwelling elderly, and used for microbiota profiling. These microbiota profiles were used to study the differences among the participating groups based on their dietary intake, psychological stress, and gastrointestinal symptoms rating scales.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Orebro University, Sweden', 'Submitter_Organization_List': ['Orebro University, Sweden'], 'Supergroup': ''}, attributes={'uid': '598452'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR5866311,Denmark,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA395744,200.0,15597.0,2013-05-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '395744', 'Project_Acc': 'PRJNA395744', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '579602', 'Sort_By_DataType': '570805', 'Sort_By_Organism': '792206', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2017/07/25 00:00', 'Project_Name': '', 'Project_Title': 'Whole-Grain rich diet cross-over study', 'Project_Description': 'To investigate whether a wholegrain diet alters the gut microbiome and insulin sensitivity, as well as biomarkers of metabolic health and gut functionality.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Technical University of Denmark', 'Submitter_Organization_List': ['Technical University of Denmark', 'DMAC'], 'Supergroup': ''}, attributes={'uid': '395744'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR16925286,Denmark,Europe,ILLUMINA,NextSeq 500,PRJNA777429,274.0,594.0,2019-04-26,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '777429', 'Project_Acc': 'PRJNA777429', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '255772', 'Sort_By_DataType': '237985', 'Sort_By_Organism': '269669', 'Project_Subtype': '', 'Project_Target_Scope': 'Other', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/11/03 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'No effect of Lactobacillus rhamnosus GG on eradication of colonization by vancomycin resistant Enterococcus faecium or microbiome diversity in hospitalized adult patients', 'Project_Description': 'Multi-center, randomized, double-blind, placebo-controlled trial evaluating the efficacy of a four-week supplementation of Lactobacillus rhamnosus GG (LGG) in eliminating the gastrointestinal carrier-state of vancomycin-resistant Enterococcus faecium (VREfm) in hospitalized adults.The primary outcome of the study was the number of patients with cleared VREfm colonization at week four of the intervention. Secondary outcomes were clearance of VREfm colonization at weeks eight, 16 and 24, number of VREfm infections (isolated from non-intestinal foci), and changes in fecal microbiome diversity after the intervention.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Copenhagen University Hospital Hvidovre', 'Submitter_Organization_List': ['Copenhagen University Hospital Hvidovre'], 'Supergroup': 'Other'}, attributes={'uid': '777429'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
